Dates,Portolfio,Benchmark 
2/28/2022,141.44,143.8945396
3/1/2022,146.87,142.372
3/2/2022,148.01,144.2111269
3/3/2022,147.53,143.7100354
3/4/2022,144.88,142.8972705
3/5/2022,136.91,142.8972705
3/6/2022,129.84,142.8972705
3/7/2022,128.1,139.9513626
3/8/2022,124.98,139.1951211
3/9/2022,125.47,141.8725741
3/10/2022,131.16,141.4201774
3/11/2022,127.34,140.1487313
3/12/2022,120.55,140.1487313
3/13/2022,113.85,140.1487313
3/14/2022,112.43,139.4194838
3/15/2022,112.07,141.6180876
3/16/2022,113.18,143.8356651
3/17/2022,117.91,145.087473
3/18/2022,117.91,146.1809613
3/19/2022,117.91,146.1809613
3/20/2022,120.26,146.1809613
3/21/2022,118.84,146.1517272
3/22/2022,118.93,147.3263056
3/23/2022,121.05,146.0352993
3/24/2022,121.81,147.5432784
3/25/2022,122.57,148.0336631
3/26/2022,123.33,148.0336631
3/27/2022,123.33,148.0336631
3/28/2022,125.94,148.7417293
3/29/2022,126.49,149.9816343
3/30/2022,127.89,149.3622358
3/31/2022,127.78,147.8229752
4/1/2022,125.88,148.1059081
4/2/2022,125.4,148.1059081
4/3/2022,124.28,148.1059081
4/4/2022,125.48,148.961876
4/5/2022,125.49,147.7006745
4/6/2022,124.34,146.701875
4/7/2022,120.27,147.2063131
4/8/2022,120.87,146.9360559
4/9/2022,119.23,146.9360559
4/10/2022,118.16,146.9360559
4/11/2022,117.89,145.2278536
4/12/2022,116.85,144.8586138
4/13/2022,117.09,146.0050287
4/14/2022,117.81,144.7592424
4/15/2022,117.06,144.7592424
4/16/2022,116.46,144.7592424
4/17/2022,115.84,144.7592424
4/18/2022,115.22,144.798819
4/19/2022,115.48,146.4109246
4/20/2022,116.2,146.3379248
4/21/2022,115.8,144.8427706
4/22/2022,114.89,142.0987778
4/23/2022,113.98,142.0987778
4/24/2022,113.07,142.0987778
4/25/2022,113.08,142.6783111
4/26/2022,113.26,139.7821776
4/27/2022,111.41,140.063252
4/28/2022,111.48,142.5910211
4/29/2022,112.58,138.8953799
4/30/2022,112.17,138.8953799
5/1/2022,110.7,138.8953799
5/2/2022,110.29,139.4946545
5/3/2022,110.59,139.9544967
5/4/2022,110.28,143.0026111
5/5/2022,111.97,139.4439821
5/6/2022,109.11,138.8473109
5/7/2022,105.53,138.8473109
5/8/2022,101.45,138.8473109
5/9/2022,100.45,135.6459629
5/10/2022,94.57,135.879862
5/11/2022,95.99,134.2898039
5/12/2022,92.28,134.1850284
5/13/2022,98.53,136.5753126
5/14/2022,104.78,136.5753126
5/15/2022,112.1,136.5753126
5/16/2022,114.07,136.1709564
5/17/2022,110.67,138.2280126
5/18/2022,114.27,134.196824
5/19/2022,105.82,133.583327
5/20/2022,107.82,133.627816
5/21/2022,108.89,133.627816
5/22/2022,110.34,133.627816
5/23/2022,111.24,135.5010789
5/24/2022,110.42,134.7371786
5/25/2022,110.27,135.6169279
5/26/2022,110.81,137.6172549
5/27/2022,114.13,140.0699641
5/28/2022,120.99,140.0699641
5/29/2022,128.28,140.0699641
5/30/2022,128.9,140.0699641
5/31/2022,131.71,139.5118877
6/1/2022,130.91,138.7041671
6/2/2022,127.15,140.6077204
6/3/2022,131.91,138.962847
6/4/2022,132.2,138.962847
6/5/2022,132.63,138.962847
6/6/2022,132.62,139.2688349
6/7/2022,134.33,140.2313342
6/8/2022,133.03,139.1425657
6/9/2022,131.73,136.7619896
6/10/2022,122.88,133.8647681
6/11/2022,113.19,133.8647681
6/12/2022,111.23,133.8647681
6/13/2022,104.97,130.069902
6/14/2022,104.38,129.763809
6/15/2022,106.08,131.1889046
6/16/2022,102.41,127.881845
6/17/2022,99.3,128.1004048
6/18/2022,94.35,128.1004048
6/19/2022,96.38,128.1004048
6/20/2022,98.41,128.1004048
6/21/2022,98.79,130.6172031
6/22/2022,98.29,130.4332211
6/23/2022,100.26,131.4124273
6/24/2022,103.7,134.5953604
6/25/2022,107.54,134.5953604
6/26/2022,106.9,134.5953604
6/27/2022,106.38,134.2139131
6/28/2022,104.89,132.1661884
6/29/2022,104.31,132.0868728
6/30/2022,103.77,131.2760773
7/1/2022,102.9,132.3335827
7/2/2022,102.01,132.3335827
7/3/2022,102.09,132.3335827
7/4/2022,103.35,132.3335827
7/5/2022,104.61,132.5202449
7/6/2022,105.03,132.8589982
7/7/2022,106.82,134.3557347
7/8/2022,108.36,134.2725769
7/9/2022,109.94,134.2725769
7/10/2022,109.03,134.2725769
7/11/2022,107.08,133.1295929
7/12/2022,106.18,132.248412
7/13/2022,107.33,131.7217982
7/14/2022,107.66,131.4770211
7/15/2022,109.1,133.3886851
7/16/2022,111.1,133.3886851
7/17/2022,110.6,133.3886851
7/18/2022,112.7,132.5655707
7/19/2022,114.74,135.264306
7/20/2022,116.78,135.902019
7/21/2022,117.17,136.923542
7/22/2022,116.51,135.9934604
7/23/2022,115.61,135.9934604
7/24/2022,115.75,135.9934604
7/25/2022,115.89,136.1135412
7/26/2022,115.14,134.9305286
7/27/2022,118.57,137.5290059
7/28/2022,120.04,138.7818962
7/29/2022,122.14,140.2423316
7/30/2022,124.07,140.2423316
7/31/2022,123.66,140.2423316
8/1/2022,123.25,139.9439804
8/2/2022,122.69,139.2824936
8/3/2022,123.55,140.8520952
8/4/2022,123.76,140.7844538
8/5/2022,124.48,140.6126325
8/6/2022,124.81,140.6126325
8/7/2022,125.12,140.6126325
8/8/2022,125.43,140.4978878
8/9/2022,126.33,140.1010416
8/10/2022,127.23,142.2032697
8/11/2022,129.52,142.2032697
8/12/2022,131.81,143.8925283
8/13/2022,134.1,143.8925283
8/14/2022,136.39,143.8925283
8/15/2022,138.68,144.3065651
8/16/2022,138.5,144.5026731
8/17/2022,138.32,143.7900364
8/18/2022,137.11,144.0832026
8/19/2022,135.9,142.7375721
8/20/2022,134.69,142.7375721
8/21/2022,131.67,142.7375721
8/22/2022,132.28,140.6583895
8/23/2022,130.74,140.4131891
8/24/2022,130.72,140.73744
8/25/2022,130.89,142.1449362
8/26/2022,131.06,138.7624245
8/27/2022,131.23,138.7624245
8/28/2022,131.4,138.7624245
8/29/2022,131.57,138.1026746
8/30/2022,131.74,137.0047151
8/31/2022,131.91,136.2411497
9/1/2022,132.08,136.5576572
9/2/2022,132.25,135.5023343
9/3/2022,132.42,135.5023343
9/4/2022,132.59,135.5023343
9/5/2022,132.81,135.5023343
9/6/2022,133.03,135.1229842
9/7/2022,134.69,136.9221012
9/8/2022,134.48,137.5726487
9/9/2022,137.31,139.1292576
9/10/2022,140.48,139.1292576
9/11/2022,140.63,139.1292576
9/12/2022,141.99,140.2005914
9/13/2022,137.81,135.8557313
9/14/2022,138.43,136.234249
9/15/2022,137.85,135.0975128
9/16/2022,137.24,134.3346604
9/17/2022,137.01,134.3346604
9/18/2022,136.08,134.3346604
9/19/2022,136.77,135.1145178
9/20/2022,135.68,133.9648383
9/21/2022,134.67,132.2202622
9/22/2022,133.66,131.3780132
9/23/2022,133.24,129.707903
9/24/2022,132.38,129.707903
9/25/2022,132.24,129.707903
9/26/2022,132.31,128.7156658
9/27/2022,131.93,128.4621729
9/28/2022,133.67,130.430258
9/29/2022,132.35,128.3378682
9/30/2022,129.83,126.7927581
10/1/2022,127.16,126.7927581
10/2/2022,126.89,126.7927581
10/3/2022,128.07,129.432407
10/4/2022,130.18,132.5314111
10/5/2022,132.29,132.2984433
10/6/2022,131.56,131.2675742
10/7/2022,131.34,128.4765285
10/8/2022,129.22,128.4765285
10/9/2022,129.27,128.4765285
10/10/2022,128.28,127.7128534
10/11/2022,127.29,127.0805084
10/12/2022,127.6,126.7503169
10/13/2022,128.71,129.3885532
10/14/2022,129.82,127.1115579
10/15/2022,126.93,127.1115579
10/16/2022,124.04,127.1115579
10/17/2022,124.72,129.6818198
10/18/2022,126,130.8586347
10/19/2022,127.28,130.1468704
10/20/2022,125.67,129.3076117
10/21/2022,129.28,131.740902
10/22/2022,132.89,131.740902
10/23/2022,133.99,131.740902
10/24/2022,133.83,132.9630732
10/25/2022,135.46,134.561622
10/26/2022,136.15,133.8083999
10/27/2022,136.84,133.274332
10/28/2022,133.18,135.6538041
10/29/2022,134.28,135.6538041
10/30/2022,135.63,135.6538041
10/31/2022,134.74,134.9306066
11/1/2022,133.4,134.4913028
11/2/2022,128.31,131.9834833
11/3/2022,126.03,130.9522601
11/4/2022,126.61,132.3936494
11/5/2022,127.24,132.3936494
11/6/2022,125.96,132.3936494
11/7/2022,124.68,133.3466282
11/8/2022,123.37,133.889277
11/9/2022,116.51,131.8259724
11/10/2022,109.65,137.3253983
11/11/2022,122.87,138.2885064
11/12/2022,136.09,138.2885064
11/13/2022,150.97,138.2885064
11/14/2022,151.2,137.4423732
11/15/2022,153.24,138.2957269
11/16/2022,151.06,137.5304345
11/17/2022,149.32,137.2263015
11/18/2022,147.54,137.6784451
11/19/2022,145.75,137.6784451
11/20/2022,145.17,137.6784451
11/21/2022,144.15,137.3151046
11/22/2022,145.01,138.6594686
11/23/2022,146.06,139.2931958
11/24/2022,146.02,139.2931958
11/25/2022,145.61,139.266512
11/26/2022,145.27,139.266512
11/27/2022,145.2,139.266512
11/28/2022,144.21,137.6703982
11/29/2022,144.56,137.5022307
11/30/2022,144.91,140.6484569
12/1/2022,147.65,140.5747028
12/2/2022,147.79,140.46399
12/3/2022,148.16,140.46399
12/4/2022,148.41,140.46399
12/5/2022,147.78,138.6642328
12/6/2022,147.17,137.2238372
12/7/2022,146.56,137.0493362
12/8/2022,145.96,137.8359635
12/9/2022,146.58,137.087996
12/10/2022,147.39,137.087996
12/11/2022,147.3,137.087996
12/12/2022,147.21,138.5296736
12/13/2022,148.21,139.2887175
12/14/2022,148,138.6475892
12/15/2022,145.59,136.200958
12/16/2022,141.99,135.0213747
12/17/2022,138.66,135.0213747
12/18/2022,135.33,135.0213747
12/19/2022,135.39,134.1735389
12/20/2022,135.83,134.3085524
12/21/2022,136.41,135.8029344
12/22/2022,135.5,134.3803727
12/23/2022,134.59,134.9531168
12/24/2022,133.69,134.9531168
12/25/2022,133.66,134.9531168
12/26/2022,133.75,134.9531168
12/27/2022,132.95,134.5567124
12/28/2022,132.15,133.3179231
12/29/2022,133.4,135.1171172
12/30/2022,134.67,134.849499
12/31/2022,135.94,134.849499
1/1/2023,137.21,134.849499
1/2/2023,137.65,134.849499
1/3/2023,137.68,134.4302235
1/4/2023,139.03,135.2049386
1/5/2023,138.75,134.0629409
1/6/2023,139.25,136.3564155
1/7/2023,139.78,136.3564155
1/8/2023,140.16,136.3564155
1/9/2023,140.54,136.2958195
1/10/2023,140.92,137.0013646
1/11/2023,141.3,138.2657324
1/12/2023,142.26,138.627875
1/13/2023,144.84,139.0156389
1/14/2023,148.6,139.0156389
1/15/2023,148.59,139.0156389
1/16/2023,148.9,139.0156389
1/17/2023,148.65,138.8332355
1/18/2023,147.77,137.2531
1/19/2023,147.54,136.5268004
1/20/2023,147.31,138.3915894
1/21/2023,150.33,138.3915894
1/22/2023,150.32,138.3915894
1/23/2023,151.41,139.590423
1/24/2023,151.1,139.4836994
1/25/2023,150.79,139.5210925
1/26/2023,151.53,140.6211086
1/27/2023,151.9,140.8482252
1/28/2023,152.21,140.8482252
1/29/2023,153.07,140.8482252
1/30/2023,151.42,139.5940094
1/31/2023,149.77,141.0616153
2/1/2023,151.1,142.1293058
2/2/2023,152.19,143.5812209
2/3/2023,152.86,142.5194102
2/4/2023,153.41,142.5194102
2/5/2023,152.99,142.5194102
2/6/2023,152.34,141.9076309
2/7/2023,153.44,143.2169684
2/8/2023,154.54,142.1253665
2/9/2023,153.85,141.2559823
2/10/2023,152.15,141.4870505
2/11/2023,149.61,141.4870505
2/12/2023,147.34,141.4870505
2/13/2023,145.07,142.6606856
2/14/2023,145.07,142.6192563
2/15/2023,145.07,142.9404666
2/16/2023,145.07,141.5667834
2/17/2023,144.04,141.3154482
2/18/2023,143.1,141.3154482
2/19/2023,142.16,141.3154482
2/20/2023,141.79,141.3154482
2/21/2023,140.47,139.3101989
2/22/2023,140.2,139.1709231
2/23/2023,139.93,139.701982
2/24/2023,137.77,138.6348031
2/25/2023,135.57,138.6348031
2/26/2023,136.02,138.6348031
2/27/2023,136.26,138.9745906
2/28/2023,136.5,138.6037026
3/1/2023,136.33,138.2206435
3/2/2023,136.35,139.0005395
3/3/2023,136.84,140.6020013
3/4/2023,137.27,140.6020013
3/5/2023,137.34,140.6020013
3/6/2023,137.41,140.6707625
3/7/2023,137.18,139.1379119
3/8/2023,136.88,139.3043192
3/9/2023,134.44,137.4608036
3/10/2023,132,136.0139812
3/11/2023,128.71,136.0139812
3/12/2023,125.76,136.0139812
3/13/2023,126.84,135.8754847
3/14/2023,125.56,137.5286523
3/15/2023,124.28,136.9010601
3/16/2023,124.78,138.652941
3/17/2023,125.28,137.4871379
3/18/2023,127.11,137.4871379
3/19/2023,128.94,137.4871379
3/20/2023,128.67,138.4482563
3/21/2023,129.69,139.7626224
3/22/2023,127.95,138.0542246
3/23/2023,130.08,138.3258013
3/24/2023,132.21,138.9812371
3/25/2023,133.52,138.9812371
3/26/2023,134.82,138.9812371
3/27/2023,135.37,139.1695914
3/28/2023,134.25,138.9439912
3/29/2023,136.13,140.3975578
3/30/2023,136.49,140.981267
3/31/2023,136.85,142.395142
4/1/2023,138.27,142.395142
4/2/2023,139.69,142.395142
4/3/2023,139.42,142.7748954
4/4/2023,139.78,142.2203763
4/5/2023,139.32,141.9598104
4/6/2023,138.86,142.3464554
4/7/2023,138.66,142.3464554
4/8/2023,138.47,142.3464554
4/9/2023,138.85,142.3464554
4/10/2023,139.23,142.4505516
4/11/2023,140.41,142.4765486
4/12/2023,139.73,142.0711011
4/13/2023,141.33,143.3967796
4/14/2023,142.93,143.1546862
4/15/2023,144.23,143.1546862
4/16/2023,144.41,143.1546862
4/17/2023,143.4,143.5109624
4/18/2023,144.42,143.5778486
4/19/2023,142.17,143.5624236
4/20/2023,140.86,143.0173244
4/21/2023,138.8,143.0948838
4/22/2023,137.44,143.0948838
4/23/2023,136.08,143.0948838
4/24/2023,136,143.1982163
4/25/2023,135.84,141.6085389
4/26/2023,135.88,141.1837211
4/27/2023,137.71,143.1746618
4/28/2023,139.79,144.0319227
4/29/2023,141.75,144.0319227
4/30/2023,143.71,144.0319227
5/1/2023,143.81,143.9295162
5/2/2023,142.29,142.8070149
5/3/2023,142.13,142.1175742
5/4/2023,142.53,141.4129077
5/5/2023,142.67,143.2632994
5/6/2023,144.67,143.2632994
5/7/2023,144.23,143.2632994
5/8/2023,143.79,143.2891058
5/9/2023,143.33,142.8505093
5/10/2023,143.15,143.3169514
5/11/2023,143.62,143.1415581
5/12/2023,143.25,143.0123658
5/13/2023,142.49,143.0123658
5/14/2023,142.59,143.0123658
5/15/2023,142.69,143.359049
5/16/2023,142.79,142.688704
5/17/2023,142.89,143.9034681
5/18/2023,143.38,144.867719
5/19/2023,144.2,144.7203987
5/20/2023,144.85,144.7203987
5/21/2023,144.59,144.7203987
5/22/2023,144.62,144.7610987
5/23/2023,144.65,143.6372175
5/24/2023,144.17,142.9120208
5/25/2023,143.52,143.7823969
5/26/2023,144.76,145.0766959
5/27/2023,146,145.0766959
5/28/2023,147.35,145.0766959
5/29/2023,148.18,145.0766959
5/30/2023,147.99,145.1121892
5/31/2023,148.61,144.559703
6/1/2023,147.95,145.5077153
6/2/2023,147.29,146.9567711
6/3/2023,148.31,146.9567711
6/4/2023,149.21,146.9567711
6/5/2023,149.26,146.7626737
6/6/2023,150.54,146.9820813
6/7/2023,151.82,146.6337879
6/8/2023,152.81,147.2429351
6/9/2023,153.8,147.4215951
6/10/2023,154.46,147.4215951
6/11/2023,154.5,147.4215951
6/12/2023,155.52,148.3281641
6/13/2023,156.29,148.9860265
6/14/2023,156.09,149.1079599
6/15/2023,155.89,150.3452942
6/16/2023,156.95,150.0036524
6/17/2023,158.16,150.0036524
6/18/2023,159.37,150.0036524
6/19/2023,159.65,150.0036524
6/20/2023,160.28,149.4870188
6/21/2023,161.02,148.9725555
6/22/2023,160.68,149.3335664
6/23/2023,161.02,148.5801151
6/24/2023,161.17,148.5801151
6/25/2023,161.11,148.5801151
6/26/2023,160.71,148.1686932
6/27/2023,161.91,149.2654325
6/28/2023,161.9,149.3189449
6/29/2023,162.2,149.7127797
6/30/2023,162.5,150.8896491
7/1/2023,162.8,150.8896491
7/2/2023,164,150.8896491
7/3/2023,164.02,151.0045311
7/4/2023,165.03,151.0045311
7/5/2023,164.69,150.8563121
7/6/2023,164.33,150.0758103
7/7/2023,162.52,149.8200311
7/8/2023,161.29,149.8200311
7/9/2023,160.01,149.8200311
7/10/2023,159.91,150.0764662
7/11/2023,160.49,150.7135011
7/12/2023,161.38,151.5143451
7/13/2023,161.76,152.3088265
7/14/2023,163.3,152.2474682
7/15/2023,163.24,152.2474682
7/16/2023,163.13,152.2474682
7/17/2023,163.63,152.5969534
7/18/2023,164.13,153.3358465
7/19/2023,164.27,153.5600931
7/20/2023,164.41,152.898181
7/21/2023,163.67,152.898181
7/22/2023,163.05,152.898181
7/23/2023,162.32,152.898181
7/24/2023,162.55,153.3439602
7/25/2023,162.03,153.6149123
7/26/2023,162.15,153.6335481
7/27/2023,162.12,152.9674404
7/28/2023,161.47,153.9475108
7/29/2023,162.13,153.9475108
7/30/2023,162.82,153.9475108
7/31/2023,162.76,154.1379074
8/1/2023,162.7,153.8505377
8/2/2023,161.24,152.4606804
8/3/2023,159.78,152.1731345
8/4/2023,159.55,151.7240256
8/5/2023,158.98,151.7240256
8/6/2023,158.98,151.7240256
8/7/2023,158.98,152.593054
8/8/2023,159.37,152.1599294
8/9/2023,158.29,151.4932312
8/10/2023,158.13,151.5265518
8/11/2023,157.51,151.4694498
8/12/2023,156.89,151.4694498
8/13/2023,156.28,151.4694498
8/14/2023,156.17,152.0217518
8/15/2023,156.6,150.8569239
8/16/2023,155.41,150.1239196
8/17/2023,153.24,149.3613713
8/18/2023,150.32,149.4100047
8/19/2023,147.41,149.4100047
8/20/2023,147.48,149.4100047
8/21/2023,147.74,150.0613755
8/22/2023,148,149.786093
8/23/2023,147.57,150.8999484
8/24/2023,148.6,149.5157825
8/25/2023,147.46,150.2200078
8/26/2023,146.22,150.2200078
8/27/2023,144.89,150.2200078
8/28/2023,144.97,150.8566126
8/29/2023,145.3,152.2990816
8/30/2023,147.73,152.7148034
8/31/2023,148.08,152.5642577
9/1/2023,146.94,152.7527236
9/2/2023,145.8,152.7527236
9/3/2023,144.61,152.7527236
9/4/2023,144.69,152.7527236
9/5/2023,143.96,152.3200674
9/6/2023,143.23,151.6493703
9/7/2023,142.6,151.340288
9/8/2023,142.32,151.4929234
9/9/2023,141.47,151.4929234
9/10/2023,140.58,151.4929234
9/11/2023,140.5,152.1501601
9/12/2023,140.8,151.6013075
9/13/2023,141.03,151.7154899
9/14/2023,141.26,152.5803856
9/15/2023,141.81,151.3742607
9/16/2023,141.4,151.3742607
9/17/2023,140.94,151.3742607
9/18/2023,140.91,151.436257
9/19/2023,140.75,151.2265535
9/20/2023,141.08,150.3047844
9/21/2023,139.89,148.6561944
9/22/2023,137.38,148.4307374
9/23/2023,134.63,148.4307374
9/24/2023,131.83,148.4307374
9/25/2023,131.51,148.8482842
9/26/2023,132.07,147.3807174
9/27/2023,132.82,147.4204354
9/28/2023,133.57,148.0010806
9/29/2023,135.34,147.7593082
9/30/2023,136.82,147.7593082
10/1/2023,138.3,147.7593082
10/2/2023,139.21,147.7197395
10/3/2023,137.91,146.3788192
10/4/2023,135.91,147.1060372
10/5/2023,137.03,147.0711836
10/6/2023,136.61,148.2566196
10/7/2023,136.19,148.2566196
10/8/2023,137.7,148.2566196
10/9/2023,137.54,148.8965409
10/10/2023,137.12,149.4198962
10/11/2023,137.97,149.8286156
10/12/2023,137.96,149.2180321
10/13/2023,136.88,148.7207137
10/14/2023,134.61,148.7207137
10/15/2023,134.9,148.7207137
10/16/2023,135.19,149.7742222
10/17/2023,137.2,149.7693732
10/18/2023,137.22,148.4358459
10/19/2023,135.64,147.5561094
10/20/2023,134.98,146.3264386
10/21/2023,133.9,146.3264386
10/22/2023,132.99,146.3264386
10/23/2023,133.09,146.1557559
10/24/2023,135.75,146.9100554
10/25/2023,137.55,145.4726427
10/26/2023,136.46,144.277585
10/27/2023,134.99,143.8214554
10/28/2023,132.93,143.8214554
10/29/2023,130.99,143.8214554
10/30/2023,131.22,145.0159156
10/31/2023,131.78,145.6467983
11/1/2023,132.34,146.7135863
11/2/2023,132.05,148.6295443
11/3/2023,133.62,149.5425174
11/4/2023,135.61,149.5425174
11/5/2023,137.85,149.5425174
11/6/2023,137.82,149.7711277
11/7/2023,137.12,150.0574521
11/8/2023,137.74,150.1300386
11/9/2023,137.25,149.346673
11/10/2023,138.18,150.911153
11/11/2023,140.08,150.911153
11/12/2023,141.77,150.911153
11/13/2023,141.74,150.8151791
11/14/2023,141.27,152.7557142
11/15/2023,142.39,152.9677483
11/16/2023,143.51,153.0899977
11/17/2023,141.82,153.2120978
11/18/2023,140.82,153.2120978
11/19/2023,139.74,153.2120978
11/20/2023,140.36,153.9813286
11/21/2023,141.53,153.7625611
11/22/2023,139.4,154.1497421
11/23/2023,141.2,154.1497421
11/24/2023,141.13,154.2101511
11/25/2023,141.54,154.2101511
11/26/2023,141.95,154.2101511
11/27/2023,141.65,154.0336777
11/28/2023,141.66,154.1313749
11/29/2023,141.67,154.0616593
11/30/2023,141.7,154.4523388
12/1/2023,141.73,155.0453432
12/2/2023,141.76,155.0453432
12/3/2023,141.79,155.0453432
12/4/2023,141.82,155.0453432
